species,genus,species_1,family,order,C,S,R,CSR
Coutarea hexandra,Coutarea,hexandra,Rubiaceae,Gentianales,54.58,41.58,3.84,CS
Croton argyratus,Croton,argyratus,Euphorbiaceae,Malpighiales,33.98,66.02,0,S/CS
Cupania cinerea,Cupania,cinerea,Sapindaceae,Sapindales,76.57,21.5,1.93,C/CS
Cupania impressinervia,Cupania,impressinervia,Sapindaceae,Sapindales,47.57,43.23,9.2,CS
Cupania latifolia,Cupania,latifolia,Sapindaceae,Sapindales,71.91,26.96,1.13,C/CS
Cupania rufescens,Cupania,rufescens,Sapindaceae,Sapindales,75.53,22.23,2.23,C/CS
Cupania seemannii,Cupania,seemannii,Sapindaceae,Sapindales,68.78,25.37,5.85,C/CS
Curatella americana,Curatella,americana,Dilleniaceae,Dilleniales,63.18,36.82,0,C/CS
Cynometra malaccensis,Cynometra,malaccensis,Fabaceae,Fabales,63.4,36.6,0,C/CS
Cytisophyllum sessilifolius,Cytisophyllum,sessilifolius,Fabaceae,Fabales,13.66,44.27,42.07,SR/CSR
Cytisus emeriflorus,Cytisus,emeriflorus,Fabaceae,Fabales,9.29,48.61,42.1,SR
Cytisus nigricans,Cytisus,nigricans,Fabaceae,Fabales,13.93,59.36,26.7,S/CSR
Dacryodes laxa,Dacryodes,laxa,Burseraceae,Sapindales,56.08,43.92,0,CS
Dacryodes rostrata,Dacryodes,rostrata,Burseraceae,Sapindales,39.74,60.26,0,CS
Dacryodes rugosa,Dacryodes,rugosa,Burseraceae,Sapindales,47.01,52.99,0,CS
Daphne gnidium,Daphne,gnidium,Thymelaeaceae,Malvales,8.47,52.8,38.73,SR
Desmopsis panamensis,Desmopsis,panamensis,Annonaceae,Magnoliales,46.69,38.82,14.5,CS/CSR
Dialium guianense,Dialium,guianense,Fabaceae,Fabales,32.76,34.92,32.32,CSR
Dialium platysepalum,Dialium,platysepalum,Fabaceae,Fabales,41.8,53.8,4.4,CS
Diospyros apiculata,Diospyros,apiculata,Ebenaceae,Ericales,40.42,54.57,5.01,CS
Diospyros artanthifolia,Diospyros,artanthifolia,Ebenaceae,Ericales,36.12,58.52,5.37,CS
Diospyros scortechinii,Diospyros,scortechinii,Ebenaceae,Ericales,26.78,71.4,1.82,S/CS
Diospyros venosa,Diospyros,venosa,Ebenaceae,Ericales,32.19,67.79,0.02,S/CS
Diplospora malaccensis,Diplospora,malaccensis,Rubiaceae,Gentianales,59.85,38.42,1.73,CS
Dipterocarpus cornutus,Dipterocarpus,cornutus,Dipterocarpaceae,Malvales,32.78,64.83,2.39,S/CS
Dipteryx oleifera,Dipteryx,oleifera,Fabaceae,Fabales,73.59,20.36,6.05,C/CS
Drypetes standleyi,Drypetes,standleyi,Putranjivaceae,Malpighiales,37.78,56.14,6.08,CS
Duguetia gardneriana,Duguetia,gardneriana,Annonaceae,Magnoliales,46.87,52.03,1.1,CS
Emerus major,Emerus,major,Fabaceae,Fabales,28,24.39,47.61,R/CSR
Enicosanthum fuscum,Enicosanthum,fuscum,Annonaceae,Magnoliales,60.15,35.38,4.46,CS
Epiprinus malayanus,Epiprinus,malayanus,Euphorbiaceae,Malpighiales,66.31,33.69,0,C/CS
Eriotheca macrophylla,Eriotheca,macrophylla,Malvaceae,Malvales,60.99,31.64,7.36,C/CS
Erythrina costaricensis,Erythrina,costaricensis,Fabaceae,Fabales,77.01,2.09,20.9,C/CR
Erythroxylum macrophyllum,Erythroxylum,macrophyllum,Erythroxylaceae,Malpighiales,61.55,36.83,1.62,CS
Erythroxylum panamense,Erythroxylum,panamense,Erythroxylaceae,Malpighiales,29.85,44.3,25.85,S/CSR
Eschweilera ovata,Eschweilera,ovata,Lecythidaceae,Ericales,44.25,50.24,5.51,CS
Eugenia florida DC.,Eugenia,florida,Myrtaceae,Myrtales,44.35,50.19,5.47,CS
Eugenia galalonensis,Eugenia,galalonensis,Myrtaceae,Myrtales,30.3,55.65,14.05,S/CSR
Eugenia nesiotica,Eugenia,nesiotica,Myrtaceae,Myrtales,18.04,55.78,26.17,S/CSR
Eugenia oerstediana,Eugenia,oerstediana,Myrtaceae,Myrtales,20.75,59.3,19.94,S/CSR
Eugenia punicifolia,Eugenia,punicifolia,Myrtaceae,Myrtales,13.67,86.33,0,S
Euterpe edulis,Euterpe,edulis,Arecaceae,Arecales,45.82,38.2,15.98,CS/CSR
Ficus bullenei,Ficus,bullenei,Moraceae,Rosales,51.27,7,41.73,CR
Ficus citrifolia,Ficus,citrifolia,Moraceae,Rosales,51.47,13.92,34.61,CR/CSR
Ficus insipida,Ficus,insipida,Moraceae,Rosales,73.78,19.69,6.53,C/CS
Ficus maxima,Ficus,maxima,Moraceae,Rosales,59.66,29.98,10.36,C/CSR
Ficus obtusifolia,Ficus,obtusifolia,Moraceae,Rosales,57.21,42.79,0,CS
Ficus tonduzii,Ficus,tonduzii,Moraceae,Rosales,74.33,23.7,1.97,C/CS
Ficus trigonata,Ficus,trigonata,Moraceae,Rosales,58.87,41.13,0,CS
Ficus yoponensis,Ficus,yoponensis,Moraceae,Rosales,47.03,51.55,1.42,CS
Galearia fulva,Galearia,fulva,Pandaceae,Malpighiales,37.67,58.39,3.94,CS
Garcinia malaccensis,Garcinia,malaccensis,Guttiferae,Malpighiales,40.21,59.79,0,CS
Gironniera parvifolia,Gironniera,parvifolia,Ulmaceae,Rosales,21.82,64.32,13.86,S/CS
Gonocaryum gracile,Gonocaryum,gracile,Icacinaceae,Boraginales,43.37,51.79,4.85,CS
Guapira myrtiflora,Guapira,myrtiflora,Nyctaginaceae,Caryophyllales,52.78,28.18,19.04,C/CSR
Guarea glabra,Guarea,glabra,Meliaceae,Sapindales,66.36,31.5,2.15,C/CS
Guarea grandifolia,Guarea,grandifolia,Meliaceae,Sapindales,79.72,15.76,4.52,C/CS
Guarea guidonia,Guarea,guidonia,Meliaceae,Sapindales,70.27,23.13,6.6,C/CS
Guatteria dumetorum,Guatteria,dumetorum,Annonaceae,Magnoliales,42.3,45.02,12.68,CS/CSR
Guatteria schomburgkiana,Guatteria,schomburgkiana,Annonaceae,Magnoliales,41.98,50.8,7.22,CS
Guettarda foliacea,Guettarda,foliacea,Rubiaceae,Gentianales,43.17,32.88,23.95,CS/CSR
Gustavia superba,Gustavia,superba,Lecythidaceae,Ericales,67.29,19.51,13.21,C/CS
Gymnacranthera forbesii,Gymnacranthera,forbesii,Myristicaceae,Magnoliales,35.3,64.7,0,S/CS
Hampea appendiculata,Hampea,appendiculata,Malvaceae,Malvales,65.68,22.34,11.99,C/CS
Hancornia speciosa,Hancornia,speciosa,Apocynaceae,Gentianales,24.57,73.59,1.84,S/CS
Hasseltia floribunda,Hasseltia,floribunda,Salicaceae,Malpighiales,50.95,31.55,17.51,C/CSR
Heisteria acuminata,Heisteria,acuminata,Olacaceae,Santalales,41.1,49.26,9.64,CS
Heisteria concinna,Heisteria,concinna,Olacaceae,Santalales,43.72,56.14,0.14,CS
Helicostylis tomentosa,Helicostylis,tomentosa,Moraceae,Rosales,46.45,35.83,17.72,CS/CSR
Henriettea succosa,Henriettea,succosa,Melastomataceae,Myrtales,61.25,17.98,20.77,C/CSR
Herrania purpurea,Herrania,purpurea,Malvaceae,Malvales,78.21,16.68,5.11,C/CS
Hieronyma alchorneoides,Hieronyma,alchorneoides,Phyllanthaceae,Malpighiales,67.13,24.18,8.68,C/CS
Himatanthus bracteatus,Himatanthus,bracteatus,Apocynaceae,Gentianales,64.52,30.08,5.4,C/CS
Hippophae rhamnoides,Hippophae,rhamnoides,Elaeagnaceae,Rosales,6.36,82.8,10.84,S
Hirtella americana,Hirtella,americana,Chrysobalanaceae,Malpighiales,44.26,47.84,7.9,CS
Hirtella ciliata,Hirtella,ciliata,Chrysobalanaceae,Malpighiales,28.23,71.77,0,S/CS
Hopea dryobalanoides,Hopea,dryobalanoides,Dipterocarpaceae,Malvales,39.64,60.36,0,CS
Humiriastrum diguense,Humiriastrum,diguense,Humiriaceae,Malpighiales,25.6,74.4,0,S/CS
Inga capitata,Inga,capitata,Fabaceae,Fabales,42.07,46.65,11.28,CS/CSR
Inga cayennensis,Inga,cayennensis,Fabaceae,Fabales,38.51,48.86,12.63,CS/CSR
Inga cocleensis,Inga,cocleensis,Fabaceae,Fabales,65.27,28.69,6.04,C/CS
Inga goldmanii,Inga,goldmanii,Fabaceae,Fabales,74.36,19.97,5.67,C/CS
Inga marginata,Inga,marginata,Fabaceae,Fabales,45.85,45.41,8.73,CS
Inga pezizifera,Inga,pezizifera,Fabaceae,Fabales,59.64,29.98,10.38,C/CSR
Inga sapindoides,Inga,sapindoides,Fabaceae,Fabales,66.32,25.71,7.98,C/CS
Inga thibaudiana,Inga,thibaudiana,Fabaceae,Fabales,58.15,34.09,7.76,CS
Inga umbellifera,Inga,umbellifera,Fabaceae,Fabales,55.58,35.56,8.85,CS
Ixonanthes icosandra,Ixonanthes,icosandra,Ixonanthaceae,Malpighiales,22.86,75.12,2.02,S/CS
Jacaranda copaia,Jacaranda,copaia,Bignoniaceae,Lamiales,75.38,20.59,4.03,C/CS
Juniperus oxycedrus,Juniperus,oxycedrus,Cupressaceae,Cupressales,1.29,85.51,13.21,S
Knema furfuracea,Knema,furfuracea,Myristicaceae,Magnoliales,47.16,46.17,6.67,CS
Knema laurina,Knema,laurina,Myristicaceae,Magnoliales,36.59,63.41,0,S/CS
Knema patentinervia,Knema,patentinervia,Myristicaceae,Magnoliales,66.18,33.82,0,C/CS
Knema scortechinii,Knema,scortechinii,Myristicaceae,Magnoliales,38.85,52.86,8.29,CS
Lacistema aggregatum,Lacistema,aggregatum,Lacistemataceae,Malpighiales,42.53,32.3,25.17,CSR
Lacmellea panamensis,Lacmellea,panamensis,Apocynaceae,Gentianales,33.43,49.34,17.23,CS/CSR
Laetia procera,Laetia,procera,Salicaceae,Malpighiales,40.46,47.49,12.05,CS/CSR
Laetia thamnia,Laetia,thamnia,Salicaceae,Malpighiales,33.36,49.96,16.69,CS/CSR
Lafoensia punicifolia,Lafoensia,punicifolia,Lythraceae,Myrtales,26.64,69.63,3.73,S/CS
Lansium domesticum,Lansium,domesticum,Meliaceae,Sapindales,47.82,52.18,0,CS
Lecythis pisonis,Lecythis,pisonis,Lecythidaceae,Ericales,46.83,53.17,0,CS
Lepisanthes senegalensis,Lepisanthes,senegalensis,Sapindaceae,Sapindales,59.77,40.01,0.22,CS
Lepisanthes tetraphylla,Lepisanthes,tetraphylla,Sapindaceae,Sapindales,59.05,36.43,4.52,CS
Licania hypoleuca,Licania,hypoleuca,Chrysobalanaceae,Malpighiales,25.53,61.12,13.35,S/CSR
Licania octandra,Licania,octandra,Chrysobalanaceae,Malpighiales,27.26,72.74,0,S/CS
Licania platypus,Licania,platypus,Chrysobalanaceae,Malpighiales,48.16,43.02,8.82,CS
Lindackeria laurina,Lindackeria,laurina,Achariaceae,Malpighiales,59.22,34.62,6.16,CS
Lithocarpus curtisii,Lithocarpus,curtisii,Fagaceae,Fagales,63.54,36.46,0,C/CS
Litsea magnifica,Litsea,magnifica,Lauraceae,Laurales,41.81,51.85,6.34,CS
Lonchocarpus heptaphyllus,Lonchocarpus,heptaphyllus,Fabaceae,Fabales,66.65,24.27,9.07,C/CS
Lonicera alpigena,Lonicera,alpigena,Caprifoliaceae,Dipsacales,42.91,23.78,33.31,CR/CSR
Lonicera nigra,Lonicera,nigra,Caprifoliaceae,Dipsacales,19.31,57.39,23.3,S/CSR
Lonicera xylosteum,Lonicera,xylosteum,Caprifoliaceae,Dipsacales,34.03,51.31,14.66,CS/CSR
Lozania pittieri,Lozania,pittieri,Lacistemataceae,Malpighiales,43.82,24.2,31.98,CR/CSR
Luehea seemannii,Luehea,seemannii,Malvaceae,Malvales,42.04,48.07,9.89,CS
Macaranga lowii,Macaranga,lowii,Euphorbiaceae,Malpighiales,64.52,35.48,0,C/CS
Machaerium hirtum,Machaerium,hirtum,Fabaceae,Fabales,10.27,77.91,11.82,S/SR
Maclura tinctoria,Maclura,tinctoria,Moraceae,Rosales,37.8,41.09,21.11,CS/CSR
Macrocnemum roseum,Macrocnemum,roseum,Rubiaceae,Gentianales,58.82,20.89,20.29,C/CSR
Madhuca malaccensis,Madhuca,malaccensis,Sapotaceae,Ericales,24.05,66.82,9.13,S/CS
Berberis aquifolium,Berberis,aquifolium,Berberidaceae,Ranunculales,47.87,52.13,0,CS
Hancea penangensis,Hancea,penangensis,Euphorbiaceae,Malpighiales,62.57,33.94,3.49,C/CS
Manilkara bidentata,Manilkara,bidentata,Sapotaceae,Ericales,44.55,55.45,0,CS
Manilkara salzmannii,Manilkara,salzmannii,Sapotaceae,Ericales,40.57,51.42,8.01,CS
Maquira guianensis,Maquira,guianensis,Moraceae,Rosales,50.07,36.89,13.04,CS/CSR
Maranthes panamensis,Maranthes,panamensis,Chrysobalanaceae,Malpighiales,33.25,66.75,0,S/CS
Margaritaria nobilis,Margaritaria,nobilis,Phyllanthaceae,Malpighiales,40.71,41.86,17.43,CS/CSR
Marila laxiflora,Marila,laxiflora,Calophyllaceae,Malpighiales,52.36,38.13,9.52,CS
Maytenus erythroxylon,Maytenus,erythroxylon,Celastraceae,Celastrales,35.61,64.39,0,S/CS
Maytenus schippii,Maytenus,schippii,Celastraceae,Celastrales,47.18,47.3,5.51,CS
Meiogyne monosperma,Meiogyne,monosperma,Annonaceae,Magnoliales,40.23,55.46,4.3,CS
Memecylon minutiflorum,Memecylon,minutiflorum,Melastomataceae,Myrtales,35.06,64.94,0,S/CS
Mesua ferrea,Mesua,ferrea,Guttiferae,Malpighiales,26.51,69.83,3.66,S/CS
Miconia albicans,Miconia,albicans,Melastomataceae,Myrtales,48.01,51.99,0,CS
Miconia argentea,Miconia,argentea,Melastomataceae,Myrtales,64.7,30.15,5.16,C/CS
Miconia dorsiloba,Miconia,dorsiloba,Melastomataceae,Myrtales,51.14,28.52,20.34,C/CSR
Miconia elata,Miconia,elata,Melastomataceae,Myrtales,74.03,24.32,1.65,C/CS
Miconia hondurensis,Miconia,hondurensis,Melastomataceae,Myrtales,59.48,29.55,10.97,C/CSR
Miconia prasina,Miconia,prasina,Melastomataceae,Myrtales,59.12,32.91,7.96,C/CS
Microcos lanceolata,Microcos,lanceolata,Tiliaceae,Malvales,27.89,66.42,5.69,S/CS
Microdesmis casearifolia,Microdesmis,casearifolia,Euphorbiaceae,Malpighiales,62.87,37.13,0,C/CS
Cyathocalyx maingayi,Cyathocalyx,maingayi,Annonaceae,Magnoliales,46.18,53.82,0,CS
Mosannona garwoodii,Mosannona,garwoodii,Annonaceae,Magnoliales,32.7,54.73,12.57,S/CSR
Myrcia gatunensis,Myrcia,gatunensis,Myrtaceae,Myrtales,34.94,51.67,13.39,CS/CSR
Myrcia guianensis,Myrcia,guianensis,Myrtaceae,Myrtales,26.59,67.41,6,S/CS
Myrcia multiflora,Myrcia,multiflora,Myrtaceae,Myrtales,13.78,86.22,0,S
Myrcia sylvatica,Myrcia,sylvatica,Myrtaceae,Myrtales,32.78,67.22,0,S/CS
Myrcia tomentosa,Myrcia,tomentosa,Myrtaceae,Myrtales,32.31,67.69,0,S/CS
Myrica gale,Myrica,gale,Myrtaceae,Myrtales,8,82.79,9.21,S
Myrospermum frutescens,Myrospermum,frutescens,Fabaceae,Fabales,41.69,42.3,16.01,CS/CSR
Myrsine guianensis,Myrsine,guianensis,Primulaceae,Ericales,62.32,37.68,0,CS
Nectandra cissiflora,Nectandra,cissiflora,Lauraceae,Laurales,57.18,38.34,4.48,CS
Nectandra lineata,Nectandra,lineata,Lauraceae,Laurales,49.51,38.88,11.61,CS/CSR
Nectandra purpurea,Nectandra,purpurea,Lauraceae,Laurales,42.22,57.78,0,CS
Neobalanocarpus heimii,Neobalanocarpus,heimii,Dipterocarpaceae,Malvales,28.02,67.28,4.7,S/CS
Neoscortechinia kingii,Neoscortechinia,kingii,Euphorbiaceae,Malpighiales,33.62,66.38,0,S/CS
Nephelium costatum,Nephelium,costatum,Sapindaceae,Sapindales,51.52,48.48,0,CS
Ochanostachys amentacea,Ochanostachys,amentacea,Olacaceae,Santalales,40.15,49.35,10.5,CS
Ocotea canaliculata,Ocotea,canaliculata,Lauraceae,Laurales,48.39,51.61,0,CS
Ocotea cernua,Ocotea,cernua,Lauraceae,Laurales,41.14,47.92,10.94,CS/CSR
Ocotea indecora,Ocotea,indecora,Lauraceae,Laurales,35.13,61.12,3.74,S/CS
Ocotea insularis,Ocotea,insularis,Lauraceae,Laurales,67.49,32.51,0,C/CS
Ocotea notata,Ocotea,notata,Lauraceae,Laurales,41.64,58.36,0,CS
Ocotea oblonga,Ocotea,oblonga,Lauraceae,Laurales,42.21,50.57,7.22,CS
Ocotea puberula,Ocotea,puberula,Lauraceae,Laurales,44.89,41.5,13.61,CS/CSR
Ocotea whitei,Ocotea,whitei,Lauraceae,Laurales,35.96,61.14,2.91,S/CS
Oenocarpus mapora,Oenocarpus,mapora,Arecaceae,Arecales,76.71,23.29,0,C/CS
Ormosia amazonica,Ormosia,amazonica,Fabaceae,Fabales,70.45,29.55,0,C/CS
Ormosia coccinea,Ormosia,coccinea,Fabaceae,Fabales,77.66,22.34,0,C/CS
Ormosia macrocalyx,Ormosia,macrocalyx,Fabaceae,Fabales,75.5,17.94,6.56,C/CS
Ostrya carpinifolia,Ostrya,carpinifolia,Betulaceae,Fagales,30.11,54.08,15.81,S/CSR
Ostrya virginiana,Ostrya,virginiana,Betulaceae,Fagales,19.18,53.73,27.09,S/CSR
Ouratea hexasperma,Ouratea,hexasperma,Ochnaceae,Malpighiales,34.62,65.38,0,S/CS
Ouratea lucens,Ouratea,lucens,Ochnaceae,Malpighiales,42.13,56.31,1.56,CS
Pachira quinata,Pachira,quinata,Malvaceae,Malvales,67.21,22.26,10.53,C/CS
Pachira sessilis,Pachira,sessilis,Malvaceae,Malvales,66.48,23.19,10.33,C/CS
Paropsia vareciformis,Paropsia,vareciformis,Flacourtiaceae,Malpighiales,32.19,66.25,1.56,S/CS
Payena lucida,Payena,lucida,Sapotaceae,Ericales,31.06,59.82,9.12,S/CS
Pentagonia macrophylla,Pentagonia,macrophylla,Rubiaceae,Gentianales,90.54,6.26,3.21,C
Pentaspadon motleyi,Pentaspadon,motleyi,Anacardiaceae,Sapindales,43.01,56.99,0,CS
Pera glabrata,Pera,glabrata,Euphorbiaceae,Malpighiales,37.41,62.59,0,S/CS
Perebea xanthochyma,Perebea,xanthochyma,Moraceae,Rosales,53.63,38.69,7.68,CS
Picramnia latifolia,Picramnia,latifolia,Picramniaceae,Picramniales,60.29,33.65,6.06,C/CS
Pimelodendron griffithianum,Pimelodendron,griffithianum,Euphorbiaceae,Malpighiales,35.75,56.52,7.73,CS
Pinus cembra,Pinus,cembra,Pinaceae,Pinales,4.26,95.74,0,S
Piper reticulatum,Piper,reticulatum,Piperaceae,Piperales,61.86,25.36,12.78,C/CSR
Pistacia lentiscus,Pistacia,lentiscus,Anacardiaceae,Sapindales,29.43,70.57,0,S/CS
Pistacia terebinthus,Pistacia,terebinthus,Anacardiaceae,Sapindales,53.15,31.85,15.01,C/CSR
Pityrocarpa moniliformis,Pityrocarpa,moniliformis,Fabaceae,Fabales,8.24,91.76,0,S
Platanus hispanica,Platanus,hispanica,Platanaceae,Proteales,52.01,33.82,14.17,CS/CSR
Platymiscium pinnatum,Platymiscium,pinnatum,Fabaceae,Fabales,66.73,22.95,10.32,C/CS
Platypodium elegans,Platypodium,elegans,Fabaceae,Fabales,44.35,32.19,23.46,CS/CSR
Pogonophora schomburgkiana,Pogonophora,schomburgkiana,Euphorbiaceae,Malpighiales,48.44,33.67,17.89,CS/CSR
Popowia pisocarpa,Popowia,pisocarpa,Annonaceae,Magnoliales,38.32,58.14,3.54,CS
Porterandia anisophylla,Porterandia,anisophylla,Rubiaceae,Gentianales,28.56,65.07,6.37,S/CS
Poulsenia armata,Poulsenia,armata,Moraceae,Rosales,68.41,28.23,3.36,C/CS
Pourouma bicolor,Pourouma,bicolor,Urticaceae,Rosales,76.46,21.33,2.22,C/CS
Pouteria bangii,Pouteria,bangii,Sapotaceae,Ericales,40.08,45.77,14.15,CS/CSR
Pouteria fossicola,Pouteria,fossicola,Sapotaceae,Ericales,54.28,36.89,8.83,CS
Pouteria gardneri,Pouteria,gardneri,Sapotaceae,Ericales,35.66,52.82,11.51,CS/CSR
Pouteria glomerata,Pouteria,glomerata,Sapotaceae,Ericales,49.48,44.4,6.13,CS
Pouteria stipitata,Pouteria,stipitata,Sapotaceae,Ericales,29.98,58.95,11.06,S/CSR
Prionostemma aspera,Prionostemma,aspera,Celastraceae,Celastrales,50.18,43.67,6.15,CS
Prioria copaifera,Prioria,copaifera,Fabaceae,Fabales,52.36,45.7,1.95,CS
Protium confusum,Protium,confusum,Burseraceae,Sapindales,58.34,32.95,8.71,C/CSR
Protium costaricense,Protium,costaricense,Burseraceae,Sapindales,58.59,31.39,10.02,C/CSR
Protium heptaphyllum,Protium,heptaphyllum,Burseraceae,Sapindales,35.68,53.85,10.47,CS
Protium panamense,Protium,panamense,Burseraceae,Sapindales,74.46,24.99,0.55,C/CS
Protium tenuifolium,Protium,tenuifolium,Burseraceae,Sapindales,67.97,29.02,3,C/CS
Pseudobombax septenatum,Pseudobombax,septenatum,Malvaceae,Malvales,76.57,12.96,10.46,C/CS
Pseuduvaria macrophylla ,Pseuduvaria,macrophylla,Annonaceae,Magnoliales,71.13,24.14,4.74,C/CS
Psychotria grandis,Psychotria,grandis,Rubiaceae,Gentianales,75.42,11.64,12.93,C/CR
Psychotria limonensis,Psychotria,limonensis,Rubiaceae,Gentianales,78.85,0.89,20.26,C/CR
Pterocarpus rohrii,Pterocarpus,rohrii,Fabaceae,Fabales,57.28,20.9,21.81,C/CSR
Ptychopyxis costata,Ptychopyxis,costata,Euphorbiaceae,Malpighiales,43.2,51.74,5.06,CS
Quararibea amazonica,Quararibea,amazonica,Malvaceae,Malvales,49.23,38.32,12.46,CS/CSR
Quercus pubescens,Quercus,pubescens,Fagaceae,Fagales,34.26,63.86,1.88,S/CS
Randia armata,Randia,armata,Rubiaceae,Gentianales,48.58,34.57,16.85,CS/CSR
Rauvolfia littoralis,Rauvolfia,littoralis,Apocynaceae,Gentianales,60.22,4.78,34.99,C/CR
Rinorea anguifera,Rinorea,anguifera,Violaceae,Malpighiales,35.78,64.22,0,S/CS
Robinia pseudoacacia,Robinia,pseudoacacia,Fabaceae,Fabales,47.88,41.41,10.71,CS
Rosa agrestis,Rosa,agrestis,Rosaceae,Rosales,30.52,51.82,17.65,S/CSR
Rothmannia macrophylla,Rothmannia,macrophylla,Rubiaceae,Gentianales,34.8,45.78,19.42,CS/CSR
Roupala montana,Roupala,montana,Proteaceae,Proteales,36.62,63.38,0,S/CS
Sacoglottis mattogrossensis,Sacoglottis,mattogrossensis,Humiriaceae,Malpighiales,36.48,63.52,0,S/CS
Salix caesia,Salix,caesia,Salicaceae,Malpighiales,12.46,54.27,33.28,S/CSR
Salix kazbekensis,Salix,kazbekensis,Salicaceae,Malpighiales,13.87,64.83,21.31,S/SR
Salix waldsteiniana,Salix,waldsteiniana,Salicaceae,Malpighiales,12.87,55.09,32.04,S/CSR
Santiria apiculata,Santiria,apiculata,Burseraceae,Sapindales,55.56,39.41,5.03,CS
Scaphocalyx spathacea,Scaphocalyx,spathacea,Flacourtiaceae,Malpighiales,54.55,44.09,1.35,CS
Schefflera morototoni,Schefflera,morototoni,Araliaceae,Apiales,55.9,26.96,17.14,C/CSR
Senna georgica,Senna,georgica,Fabaceae,Fabales,34.43,42.47,23.1,CS/CSR
Senna macranthera,Senna,macranthera,Fabaceae,Fabales,18.72,56.92,24.36,S/CSR
Shorea acuminata,Shorea,acuminata,Dipterocarpaceae,Malvales,56.2,43.35,0.45,CS
Shorea bracteolata,Shorea,bracteolata,Dipterocarpaceae,Malvales,26.09,68.4,5.5,S/CS
Shorea lepidota,Shorea,lepidota,Dipterocarpaceae,Malvales,40.51,59.49,0,CS
Shorea leprosula,Shorea,leprosula,Dipterocarpaceae,Malvales,38.58,61.42,0,CS
Shorea macroptera,Shorea,macroptera,Dipterocarpaceae,Malvales,33.89,66.11,0,S/CS
Shorea maxwelliana,Shorea,maxwelliana,Dipterocarpaceae,Malvales,36.89,63.11,0,S/CS
Shorea ovalis,Shorea,ovalis,Dipterocarpaceae,Malvales,28.02,67.59,4.39,S/CS
Shorea pauciflora,Shorea,pauciflora,Dipterocarpaceae,Malvales,45.74,53.66,0.6,CS
Simarouba amara,Simarouba,amara,Simaroubaceae,Sapindales,56.5,33.01,10.49,C/CSR
Sindora coriacea,Sindora,coriacea,Fabaceae,Fabales,36.93,62.96,0.1,S/CS
Siparuna guianensis,Siparuna,guianensis,Siparunaceae,Laurales,66.39,17.71,15.9,C/CS
Siparuna pauciflora,Siparuna,pauciflora,Siparunaceae,Laurales,76.55,7.88,15.56,C/CR
Sloanea guianensis,Sloanea,guianensis,Elaeocarpaceae,Oxalidales,37.64,50.42,11.94,CS/CSR
Sloanea terniflora,Sloanea,terniflora,Elaeocarpaceae,Oxalidales,31.61,57.92,10.47,S/CSR
Solanum hayesii,Solanum,hayesii,Solanaceae,Solanales,74.89,14.24,10.88,C/CS
Spachea membranacea,Spachea,membranacea,Malpighiaceae,Malpighiales,49.73,24.53,25.75,C/CSR
Spondias radlkoferi,Spondias,radlkoferi,Anacardiaceae,Sapindales,66.52,21.91,11.56,C/CS
Tabernaemontana grandiflora,Tabernaemontana,grandiflora,Apocynaceae,Gentianales,43.43,3.88,52.69,CR
Strychnos toxifera,Strychnos,toxifera,Loganiaceae,Gentianales,45.02,41.18,13.8,CS/CSR
Stryphnodendron pulcherrimum,Stryphnodendron,pulcherrimum,Fabaceae,Fabales,14.64,38.74,46.63,SR/CSR
Swartzia simplex,Swartzia,simplex,Fabaceae,Fabales,47.77,47.1,5.12,CS
Symphonia globulifera,Symphonia,globulifera,Clusiaceae,Malpighiales,38.93,35,26.06,CSR
Syzygium scortechinii,Syzygium,scortechinii,Myrtaceae,Myrtales,44.29,55.71,0,CS
Handroanthus guayacan,Handroanthus,guayacan,Bignoniaceae,Lamiales,58.02,31.14,10.84,C/CSR
Tabebuia roseoalba,Tabebuia,roseoalba,Bignoniaceae,Lamiales,45.03,34.17,20.8,CS/CSR
Tabernaemontana arborea,Tabernaemontana,arborea,Apocynaceae,Gentianales,50.09,22.41,27.5,C/CSR
Tabernaemontana flavicans,Tabernaemontana,flavicans,Apocynaceae,Gentianales,67.12,12.41,20.47,C/CR
Tachigali densiflora,Tachigali,densiflora,Fabaceae,Fabales,48.02,45.88,6.1,CS
Tachigali versicolor,Tachigali,versicolor,Fabaceae,Fabales,68.95,24.97,6.08,C/CS
Talisia nervosa,Talisia,nervosa,Sapindaceae,Sapindales,73.82,26.18,0,C/CS
Talisia princeps,Talisia,princeps,Sapindaceae,Sapindales,72.87,25.94,1.19,C/CS
Tapirira guianensis,Tapirira,guianensis,Anacardiaceae,Sapindales,46.11,45.98,7.91,CS
Terminalia amazonia,Terminalia,amazonia,Combretaceae,Myrtales,31.46,56.41,12.13,S/CSR
Tetracera breyniana,Tetracera,breyniana,Dilleniaceae,Dilleniales,38.96,61.04,0,CS
Tetragastris panamensis,Tetragastris,panamensis,Burseraceae,Sapindales,58.17,41.83,0,CS
Tetrathylacium johansenii,Tetrathylacium,johansenii,Salicaceae,Malpighiales,45.02,40.79,14.19,CS/CSR
Thevetia ahouai,Thevetia,ahouai,Apocynaceae,Gentianales,73.36,4.45,22.2,C/CR
Thinouia myriantha,Thinouia,myriantha,Sapindaceae,Sapindales,50.97,43.38,5.64,CS
Thyrsodium spruceanum,Thyrsodium,spruceanum,Anacardiaceae,Sapindales,45.03,46.07,8.9,CS
